# color images
# file: 'rgbd_dataset_freiburg1_rpy.bag'
# timestamp filename
1305031229.528748 rgb/1305031229.528748.png
1305031229.564425 rgb/1305031229.564425.png
1305031229.596600 rgb/1305031229.596600.png
1305031229.628753 rgb/1305031229.628753.png
1305031229.664657 rgb/1305031229.664657.png
1305031229.696827 rgb/1305031229.696827.png
1305031229.729064 rgb/1305031229.729064.png
1305031229.764848 rgb/1305031229.764848.png
1305031229.796909 rgb/1305031229.796909.png
1305031229.825613 rgb/1305031229.825613.png
1305031229.863055 rgb/1305031229.863055.png
1305031229.896929 rgb/1305031229.896929.png
1305031229.926248 rgb/1305031229.926248.png
1305031229.966160 rgb/1305031229.966160.png
1305031229.997917 rgb/1305031229.997917.png
1305031230.029991 rgb/1305031230.029991.png
1305031230.065687 rgb/1305031230.065687.png
1305031230.098242 rgb/1305031230.098242.png
1305031230.129919 rgb/1305031230.129919.png
1305031230.165771 rgb/1305031230.165771.png
1305031230.197772 rgb/1305031230.197772.png
1305031230.229830 rgb/1305031230.229830.png
1305031230.265580 rgb/1305031230.265580.png
1305031230.297982 rgb/1305031230.297982.png
1305031230.325685 rgb/1305031230.325685.png
1305031230.365650 rgb/1305031230.365650.png
1305031230.397265 rgb/1305031230.397265.png
1305031230.425670 rgb/1305031230.425670.png
1305031230.465220 rgb/1305031230.465220.png
1305031230.497228 rgb/1305031230.497228.png
1305031230.526720 rgb/1305031230.526720.png
1305031230.566084 rgb/1305031230.566084.png
1305031230.598825 rgb/1305031230.598825.png
1305031230.626028 rgb/1305031230.626028.png
1305031230.665795 rgb/1305031230.665795.png
1305031230.697932 rgb/1305031230.697932.png
1305031230.725671 rgb/1305031230.725671.png
1305031230.765854 rgb/1305031230.765854.png
1305031230.797303 rgb/1305031230.797303.png
1305031230.825729 rgb/1305031230.825729.png
1305031230.865523 rgb/1305031230.865523.png
1305031230.897379 rgb/1305031230.897379.png
1305031230.925860 rgb/1305031230.925860.png
1305031230.964976 rgb/1305031230.964976.png
1305031230.997080 rgb/1305031230.997080.png
1305031231.025653 rgb/1305031231.025653.png
1305031231.064422 rgb/1305031231.064422.png
1305031231.096775 rgb/1305031231.096775.png
1305031231.125728 rgb/1305031231.125728.png
1305031231.165241 rgb/1305031231.165241.png
1305031231.197747 rgb/1305031231.197747.png
1305031231.225711 rgb/1305031231.225711.png
1305031231.265594 rgb/1305031231.265594.png
1305031231.297846 rgb/1305031231.297846.png
1305031231.325741 rgb/1305031231.325741.png
1305031231.365066 rgb/1305031231.365066.png
1305031231.397128 rgb/1305031231.397128.png
1305031231.425688 rgb/1305031231.425688.png
1305031231.464918 rgb/1305031231.464918.png
1305031231.493669 rgb/1305031231.493669.png
1305031231.525755 rgb/1305031231.525755.png
1305031231.565052 rgb/1305031231.565052.png
1305031231.593737 rgb/1305031231.593737.png
1305031231.625704 rgb/1305031231.625704.png
1305031231.665045 rgb/1305031231.665045.png
1305031231.693702 rgb/1305031231.693702.png
1305031231.725886 rgb/1305031231.725886.png
1305031231.765478 rgb/1305031231.765478.png
1305031231.793723 rgb/1305031231.793723.png
1305031231.825686 rgb/1305031231.825686.png
1305031231.864940 rgb/1305031231.864940.png
1305031231.893727 rgb/1305031231.893727.png
1305031231.925706 rgb/1305031231.925706.png
1305031231.965010 rgb/1305031231.965010.png
1305031231.993726 rgb/1305031231.993726.png
1305031232.025790 rgb/1305031232.025790.png
1305031232.065122 rgb/1305031232.065122.png
1305031232.093725 rgb/1305031232.093725.png
1305031232.125662 rgb/1305031232.125662.png
1305031232.165032 rgb/1305031232.165032.png
1305031232.193716 rgb/1305031232.193716.png
1305031232.225683 rgb/1305031232.225683.png
1305031232.262691 rgb/1305031232.262691.png
1305031232.293855 rgb/1305031232.293855.png
1305031232.325619 rgb/1305031232.325619.png
1305031232.364738 rgb/1305031232.364738.png
1305031232.393714 rgb/1305031232.393714.png
1305031232.425721 rgb/1305031232.425721.png
1305031232.464703 rgb/1305031232.464703.png
1305031232.493650 rgb/1305031232.493650.png
1305031232.525781 rgb/1305031232.525781.png
1305031232.564714 rgb/1305031232.564714.png
1305031232.593722 rgb/1305031232.593722.png
1305031232.625783 rgb/1305031232.625783.png
1305031232.664695 rgb/1305031232.664695.png
1305031232.693701 rgb/1305031232.693701.png
1305031232.725876 rgb/1305031232.725876.png
1305031232.761719 rgb/1305031232.761719.png
1305031232.793672 rgb/1305031232.793672.png
1305031232.825767 rgb/1305031232.825767.png
1305031232.861666 rgb/1305031232.861666.png
1305031232.893683 rgb/1305031232.893683.png
1305031232.925756 rgb/1305031232.925756.png
1305031232.961662 rgb/1305031232.961662.png
1305031232.993641 rgb/1305031232.993641.png
1305031233.025746 rgb/1305031233.025746.png
1305031233.061697 rgb/1305031233.061697.png
1305031233.093701 rgb/1305031233.093701.png
1305031233.125846 rgb/1305031233.125846.png
1305031233.161744 rgb/1305031233.161744.png
1305031233.193761 rgb/1305031233.193761.png
1305031233.225763 rgb/1305031233.225763.png
1305031233.261687 rgb/1305031233.261687.png
1305031233.293802 rgb/1305031233.293802.png
1305031233.325798 rgb/1305031233.325798.png
1305031233.361800 rgb/1305031233.361800.png
1305031233.393685 rgb/1305031233.393685.png
1305031233.425708 rgb/1305031233.425708.png
1305031233.461836 rgb/1305031233.461836.png
1305031233.493692 rgb/1305031233.493692.png
1305031233.525708 rgb/1305031233.525708.png
1305031233.561785 rgb/1305031233.561785.png
1305031233.593760 rgb/1305031233.593760.png
1305031233.625707 rgb/1305031233.625707.png
1305031233.661700 rgb/1305031233.661700.png
1305031233.693779 rgb/1305031233.693779.png
1305031233.725575 rgb/1305031233.725575.png
1305031233.761643 rgb/1305031233.761643.png
1305031233.793747 rgb/1305031233.793747.png
1305031233.825687 rgb/1305031233.825687.png
1305031233.861613 rgb/1305031233.861613.png
1305031233.893718 rgb/1305031233.893718.png
1305031233.925841 rgb/1305031233.925841.png
1305031233.961748 rgb/1305031233.961748.png
1305031233.993722 rgb/1305031233.993722.png
1305031234.025786 rgb/1305031234.025786.png
1305031234.061675 rgb/1305031234.061675.png
1305031234.093790 rgb/1305031234.093790.png
1305031234.129606 rgb/1305031234.129606.png
1305031234.161729 rgb/1305031234.161729.png
1305031234.193710 rgb/1305031234.193710.png
1305031234.229746 rgb/1305031234.229746.png
1305031234.261752 rgb/1305031234.261752.png
1305031234.293697 rgb/1305031234.293697.png
1305031234.329654 rgb/1305031234.329654.png
1305031234.361612 rgb/1305031234.361612.png
1305031234.393723 rgb/1305031234.393723.png
1305031234.429703 rgb/1305031234.429703.png
1305031234.461690 rgb/1305031234.461690.png
1305031234.493831 rgb/1305031234.493831.png
1305031234.529645 rgb/1305031234.529645.png
1305031234.561675 rgb/1305031234.561675.png
1305031234.593780 rgb/1305031234.593780.png
1305031234.630013 rgb/1305031234.630013.png
1305031234.661618 rgb/1305031234.661618.png
1305031234.693750 rgb/1305031234.693750.png
1305031234.729764 rgb/1305031234.729764.png
1305031234.761815 rgb/1305031234.761815.png
1305031234.793716 rgb/1305031234.793716.png
1305031234.829772 rgb/1305031234.829772.png
1305031234.861873 rgb/1305031234.861873.png
1305031234.893760 rgb/1305031234.893760.png
1305031234.929666 rgb/1305031234.929666.png
1305031234.961659 rgb/1305031234.961659.png
1305031234.993749 rgb/1305031234.993749.png
1305031235.029701 rgb/1305031235.029701.png
1305031235.061591 rgb/1305031235.061591.png
1305031235.093621 rgb/1305031235.093621.png
1305031235.129679 rgb/1305031235.129679.png
1305031235.161491 rgb/1305031235.161491.png
1305031235.193605 rgb/1305031235.193605.png
1305031235.229635 rgb/1305031235.229635.png
1305031235.261629 rgb/1305031235.261629.png
1305031235.293677 rgb/1305031235.293677.png
1305031235.329649 rgb/1305031235.329649.png
1305031235.361653 rgb/1305031235.361653.png
1305031235.393686 rgb/1305031235.393686.png
1305031235.429666 rgb/1305031235.429666.png
1305031235.461669 rgb/1305031235.461669.png
1305031235.493665 rgb/1305031235.493665.png
1305031235.529738 rgb/1305031235.529738.png
1305031235.561675 rgb/1305031235.561675.png
1305031235.593726 rgb/1305031235.593726.png
1305031235.629798 rgb/1305031235.629798.png
1305031235.661669 rgb/1305031235.661669.png
1305031235.693698 rgb/1305031235.693698.png
1305031235.729661 rgb/1305031235.729661.png
1305031235.761818 rgb/1305031235.761818.png
1305031235.793628 rgb/1305031235.793628.png
1305031235.829663 rgb/1305031235.829663.png
1305031235.861603 rgb/1305031235.861603.png
1305031235.893698 rgb/1305031235.893698.png
1305031235.929664 rgb/1305031235.929664.png
1305031235.961704 rgb/1305031235.961704.png
1305031235.993673 rgb/1305031235.993673.png
1305031236.029652 rgb/1305031236.029652.png
1305031236.061630 rgb/1305031236.061630.png
1305031236.093688 rgb/1305031236.093688.png
1305031236.129660 rgb/1305031236.129660.png
1305031236.161670 rgb/1305031236.161670.png
1305031236.193597 rgb/1305031236.193597.png
1305031236.229721 rgb/1305031236.229721.png
1305031236.261669 rgb/1305031236.261669.png
1305031236.293648 rgb/1305031236.293648.png
1305031236.329663 rgb/1305031236.329663.png
1305031236.361588 rgb/1305031236.361588.png
1305031236.393685 rgb/1305031236.393685.png
1305031236.429662 rgb/1305031236.429662.png
1305031236.461654 rgb/1305031236.461654.png
1305031236.493658 rgb/1305031236.493658.png
1305031236.529695 rgb/1305031236.529695.png
1305031236.561678 rgb/1305031236.561678.png
